"","State ID","State","Year","Sector ID","Sector","Investment"
"79",1,"Aguascalientes",2005,"51","Mass Media Information",14.6534996032715
"80",1,"Aguascalientes",2005,"52","Financial and Insurance Services",4.11345148086548
"81",1,"Aguascalientes",2005,"53","Real Estate and Rental Services of Furniture and Intangible Assets",9.17632293701172
"82",1,"Aguascalientes",2005,"54","Services Professionals, Scientists and Technicals",-0.120994001626968
"83",1,"Aguascalientes",2005,"56","Support Services to Business and Waste Management and Waste and Remediation Services",0.0782430022954941
"84",1,"Aguascalientes",2005,"72","Temporary Accommodation and Food Preparation and Drinks",-1.13475894927979
"85",1,"Aguascalientes",2006,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.0455040000379086
"86",1,"Aguascalientes",2006,"23","Building",5.55688714981079
"87",1,"Aguascalientes",2006,"31-33","Manufacturing Industries",103.562306404114
"88",1,"Aguascalientes",2006,"43","To the Wholesale Trade",1.36968803405762
"89",1,"Aguascalientes",2006,"46","Retail Trade",0.379779994487762
"90",1,"Aguascalientes",2006,"48-49","Transportation and Storage",1.64635901153088
"91",1,"Aguascalientes",2006,"51","Mass Media Information",6.97244882583618
"92",1,"Aguascalientes",2006,"52","Financial and Insurance Services",14.9391307830811
"93",1,"Aguascalientes",2006,"53","Real Estate and Rental Services of Furniture and Intangible Assets",2.95430994033813
"94",1,"Aguascalientes",2006,"54","Services Professionals, Scientists and Technicals",1.38989996910095
"95",1,"Aguascalientes",2006,"56","Support Services to Business and Waste Management and Waste and Remediation Services",1.69425904750824
"96",1,"Aguascalientes",2006,"72","Temporary Accommodation and Food Preparation and Drinks",0.0240790005773306
"97",1,"Aguascalientes",2007,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.0517450012266636
"98",1,"Aguascalientes",2007,"23","Building",117.594932556152
"99",1,"Aguascalientes",2007,"31-33","Manufacturing Industries",228.066601753235
"100",1,"Aguascalientes",2007,"43","To the Wholesale Trade",11.6157932281494
"101",1,"Aguascalientes",2007,"46","Retail Trade",8.80113983154297
"102",1,"Aguascalientes",2007,"48-49","Transportation and Storage",6.79767220467329
"103",1,"Aguascalientes",2007,"51","Mass Media Information",-8.66614818572998
"104",1,"Aguascalientes",2007,"52","Financial and Insurance Services",33.9439277648926
"105",1,"Aguascalientes",2007,"53","Real Estate and Rental Services of Furniture and Intangible Assets",1.59167098999023
"106",1,"Aguascalientes",2007,"54","Services Professionals, Scientists and Technicals",0.128273993730545
"107",1,"Aguascalientes",2007,"56","Support Services to Business and Waste Management and Waste and Remediation Services",0.0197129994630814
"108",1,"Aguascalientes",2007,"71","Leisure and Cultural Services, Sports, and other Recreational Services",3.9388530254364
"109",1,"Aguascalientes",2007,"72","Temporary Accommodation and Food Preparation and Drinks",7.05628776550293
"110",1,"Aguascalientes",2008,"23","Building",0.165765002369881
"111",1,"Aguascalientes",2008,"31-33","Manufacturing Industries",278.856447458267
"112",1,"Aguascalientes",2008,"43","To the Wholesale Trade",6.89594507217407
"113",1,"Aguascalientes",2008,"46","Retail Trade",10.7283506393433
"114",1,"Aguascalientes",2008,"48-49","Transportation and Storage",0.0357850007712841
"115",1,"Aguascalientes",2008,"51","Mass Media Information",9.45838165283203
"116",1,"Aguascalientes",2008,"52","Financial and Insurance Services",25.4866561889648
"117",1,"Aguascalientes",2008,"53","Real Estate and Rental Services of Furniture and Intangible Assets",4.80258703231812
"118",1,"Aguascalientes",2008,"54","Services Professionals, Scientists and Technicals",0.0826010033488274
"119",1,"Aguascalientes",2008,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-0.13688899576664
"120",1,"Aguascalientes",2008,"72","Temporary Accommodation and Food Preparation and Drinks",-3.60829710960388
"121",1,"Aguascalientes",2009,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.62763202190399
"122",1,"Aguascalientes",2009,"23","Building",18.3500595092773
"123",1,"Aguascalientes",2009,"31-33","Manufacturing Industries",282.349603414536
"124",1,"Aguascalientes",2009,"43","To the Wholesale Trade",-1.30727207660675
"125",1,"Aguascalientes",2009,"46","Retail Trade",16.9087257385254
"126",1,"Aguascalientes",2009,"48-49","Transportation and Storage",-0.00352500006556511
"127",1,"Aguascalientes",2009,"51","Mass Media Information",3.42719888687134
"128",1,"Aguascalientes",2009,"52","Financial and Insurance Services",14.4494819641113
"129",1,"Aguascalientes",2009,"53","Real Estate and Rental Services of Furniture and Intangible Assets",3.60412311553955
"130",1,"Aguascalientes",2009,"54","Services Professionals, Scientists and Technicals",0.0162250008434057
"131",1,"Aguascalientes",2009,"56","Support Services to Business and Waste Management and Waste and Remediation Services",1.34705197811127
"132",1,"Aguascalientes",2009,"72","Temporary Accommodation and Food Preparation and Drinks",0.025662999600172
"133",1,"Aguascalientes",2010,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.05458498001099
"134",1,"Aguascalientes",2010,"23","Building",0.409963995218277
"135",1,"Aguascalientes",2010,"31-33","Manufacturing Industries",224.855233192444
"136",1,"Aguascalientes",2010,"43","To the Wholesale Trade",4.17568016052246
"137",1,"Aguascalientes",2010,"46","Retail Trade",24.5048351287842
"138",1,"Aguascalientes",2010,"48-49","Transportation and Storage",-0.00671700015664101
"139",1,"Aguascalientes",2010,"51","Mass Media Information",27.1228580474854
"140",1,"Aguascalientes",2010,"52","Financial and Insurance Services",30.3143615722656
"141",1,"Aguascalientes",2010,"53","Real Estate and Rental Services of Furniture and Intangible Assets",3.19591808319092
"142",1,"Aguascalientes",2010,"54","Services Professionals, Scientists and Technicals",-0.0511629991233349
"143",1,"Aguascalientes",2010,"56","Support Services to Business and Waste Management and Waste and Remediation Services",11.4173469543457
"144",1,"Aguascalientes",2010,"72","Temporary Accommodation and Food Preparation and Drinks",2.14219808578491
"145",1,"Aguascalientes",2011,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-1.49450695514679
"146",1,"Aguascalientes",2011,"23","Building",80.1254730224609
"147",1,"Aguascalientes",2011,"31-33","Manufacturing Industries",60.8822598457336
"148",1,"Aguascalientes",2011,"43","To the Wholesale Trade",2.59924602508545
"149",1,"Aguascalientes",2011,"46","Retail Trade",18.8684463500977
"150",1,"Aguascalientes",2011,"48-49","Transportation and Storage",5.9959179610014
"151",1,"Aguascalientes",2011,"51","Mass Media Information",1.73541104793549
"152",1,"Aguascalientes",2011,"52","Financial and Insurance Services",10.9530477523804
"153",1,"Aguascalientes",2011,"53","Real Estate and Rental Services of Furniture and Intangible Assets",1.9077240228653
"154",1,"Aguascalientes",2011,"54","Services Professionals, Scientists and Technicals",0.0350825414061546
"155",1,"Aguascalientes",2011,"56","Support Services to Business and Waste Management and Waste and Remediation Services",3.42659306526184
"156",1,"Aguascalientes",2011,"71","Leisure and Cultural Services, Sports, and other Recreational Services",50.4535140991211
"157",1,"Aguascalientes",2012,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.28099501132965
"158",1,"Aguascalientes",2012,"23","Building",13.183687210083
"159",1,"Aguascalientes",2012,"31-33","Manufacturing Industries",287.043269395828
"160",1,"Aguascalientes",2012,"43","To the Wholesale Trade",2.43668150901794
"161",1,"Aguascalientes",2012,"46","Retail Trade",31.4418640136719
"162",1,"Aguascalientes",2012,"48-49","Transportation and Storage",1.86708101630211
"163",1,"Aguascalientes",2012,"51","Mass Media Information",12.4765338897705
"164",1,"Aguascalientes",2012,"52","Financial and Insurance Services",6.58625888824463
"165",1,"Aguascalientes",2012,"53","Real Estate and Rental Services of Furniture and Intangible Assets",1.00453197956085
"166",1,"Aguascalientes",2012,"54","Services Professionals, Scientists and Technicals",-2.77456617355347
"167",1,"Aguascalientes",2012,"56","Support Services to Business and Waste Management and Waste and Remediation Services",0.289486855268478
"168",1,"Aguascalientes",2013,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",0.404597997665405
"169",1,"Aguascalientes",2013,"23","Building",0.898271977901459
"170",1,"Aguascalientes",2013,"31-33","Manufacturing Industries",45.5656604766846
"171",1,"Aguascalientes",2013,"43","To the Wholesale Trade",14.6515684127808
"172",1,"Aguascalientes",2013,"46","Retail Trade",5.31821346282959
"173",1,"Aguascalientes",2013,"48-49","Transportation and Storage",0.2865050137043
"174",1,"Aguascalientes",2013,"51","Mass Media Information",25.9030456542969
"175",1,"Aguascalientes",2013,"52","Financial and Insurance Services",-33.9378700256348
"176",1,"Aguascalientes",2013,"53","Real Estate and Rental Services of Furniture and Intangible Assets",0.452417999505997
"177",1,"Aguascalientes",2013,"54","Services Professionals, Scientists and Technicals",12.3062191009521
"178",1,"Aguascalientes",2013,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-2.54917311668396
"179",1,"Aguascalientes",2013,"72","Temporary Accommodation and Food Preparation and Drinks",-0.387831002473831
"180",1,"Aguascalientes",2014,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.189832001924515
"181",1,"Aguascalientes",2014,"23","Building",-0.83916825056076
"182",1,"Aguascalientes",2014,"31-33","Manufacturing Industries",1008.40804433823
"183",1,"Aguascalientes",2014,"43","To the Wholesale Trade",3.294682264328
"184",1,"Aguascalientes",2014,"46","Retail Trade",13.0711183547974
"185",1,"Aguascalientes",2014,"48-49","Transportation and Storage",18.2368228435516
"186",1,"Aguascalientes",2014,"51","Mass Media Information",-45.6668167114258
"187",1,"Aguascalientes",2014,"52","Financial and Insurance Services",-31.5435638427734
"188",1,"Aguascalientes",2014,"53","Real Estate and Rental Services of Furniture and Intangible Assets",-0.181681007146835
"189",1,"Aguascalientes",2015,"21","Mining",3.94668197631836
"190",1,"Aguascalientes",2015,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",5.65207004547119
"191",1,"Aguascalientes",2015,"31-33","Manufacturing Industries",727.292906761169
"192",1,"Aguascalientes",2015,"43","To the Wholesale Trade",19.2972278594971
"193",1,"Aguascalientes",2015,"46","Retail Trade",20.2748622894287
"194",1,"Aguascalientes",2015,"48-49","Transportation and Storage",10.1166978180408
"195",1,"Aguascalientes",2015,"51","Mass Media Information",-11.2904796600342
"196",1,"Aguascalientes",2015,"52","Financial and Insurance Services",16.2552433013916
"197",1,"Aguascalientes",2015,"54","Services Professionals, Scientists and Technicals",11.284779548645
"198",1,"Aguascalientes",2015,"56","Support Services to Business and Waste Management and Waste and Remediation Services",10.3484630584717
"199",1,"Aguascalientes",2016,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",13.2859363555908
"200",1,"Aguascalientes",2016,"23","Building",56.085823059082
"201",1,"Aguascalientes",2016,"31-33","Manufacturing Industries",463.449699401855
"202",1,"Aguascalientes",2016,"43","To the Wholesale Trade",2.92517328262329
"203",1,"Aguascalientes",2016,"46","Retail Trade",8.8932991027832
"204",1,"Aguascalientes",2016,"48-49","Transportation and Storage",27.2840766906738
"205",1,"Aguascalientes",2016,"51","Mass Media Information",7.56449365615845
"206",1,"Aguascalientes",2016,"52","Financial and Insurance Services",14.8451747894287
"207",1,"Aguascalientes",2016,"54","Services Professionals, Scientists and Technicals",-0.849608063697815
"208",1,"Aguascalientes",2016,"56","Support Services to Business and Waste Management and Waste and Remediation Services",0.120265521109104
"209",1,"Aguascalientes",2017,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-7.3707447052002
"210",1,"Aguascalientes",2017,"23","Building",50.5588340759277
"211",1,"Aguascalientes",2017,"31-33","Manufacturing Industries",1464.04494667053
"212",1,"Aguascalientes",2017,"43","To the Wholesale Trade",10.4803009033203
"213",1,"Aguascalientes",2017,"46","Retail Trade",12.6149578094482
"214",1,"Aguascalientes",2017,"48-49","Transportation and Storage",19.2129745781422
"215",1,"Aguascalientes",2017,"51","Mass Media Information",10.2599964141846
"216",1,"Aguascalientes",2017,"52","Financial and Insurance Services",6.67652320861816
"217",1,"Aguascalientes",2017,"54","Services Professionals, Scientists and Technicals",8.77309513092041
"218",1,"Aguascalientes",2017,"56","Support Services to Business and Waste Management and Waste and Remediation Services",0.487433254718781
"219",1,"Aguascalientes",2018,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",70.0015716552734
"220",1,"Aguascalientes",2018,"23","Building",127.583740234375
"221",1,"Aguascalientes",2018,"31-33","Manufacturing Industries",959.839838027954
"222",1,"Aguascalientes",2018,"43","To the Wholesale Trade",3.85722947120667
"223",1,"Aguascalientes",2018,"46","Retail Trade",8.76774406433105
"224",1,"Aguascalientes",2018,"48-49","Transportation and Storage",44.608102440834
"225",1,"Aguascalientes",2018,"51","Mass Media Information",6.36844158172607
"226",1,"Aguascalientes",2018,"52","Financial and Insurance Services",9.2575569152832
"227",1,"Aguascalientes",2018,"54","Services Professionals, Scientists and Technicals",-34.8799285888672
"228",1,"Aguascalientes",2018,"81","Other Services except Government Activities",0.000590800016652793
"229",1,"Aguascalientes",2019,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-21.8074588775635
"230",1,"Aguascalientes",2019,"23","Building",-11.1453542709351
"231",1,"Aguascalientes",2019,"31-33","Manufacturing Industries",290.37621307373
"232",1,"Aguascalientes",2019,"43","To the Wholesale Trade",102.123260498047
"233",1,"Aguascalientes",2019,"46","Retail Trade",8.04429340362549
"234",1,"Aguascalientes",2019,"48-49","Transportation and Storage",14.7357091903687
"235",1,"Aguascalientes",2019,"51","Mass Media Information",14.1828689575195
"236",1,"Aguascalientes",2019,"52","Financial and Insurance Services",26.9614639282227
"237",1,"Aguascalientes",2019,"54","Services Professionals, Scientists and Technicals",11.8172168731689
"238",1,"Aguascalientes",2019,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-0.0228671692311764
"239",1,"Aguascalientes",2020,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-147.807312011719
"240",1,"Aguascalientes",2020,"23","Building",14.5514869689941
"241",1,"Aguascalientes",2020,"31-33","Manufacturing Industries",728.23490524292
"242",1,"Aguascalientes",2020,"43","To the Wholesale Trade",38.951358795166
"243",1,"Aguascalientes",2020,"46","Retail Trade",8.85811710357666
"244",1,"Aguascalientes",2020,"48-49","Transportation and Storage",30.9115962982178
"245",1,"Aguascalientes",2020,"51","Mass Media Information",16.3951740264893
"246",1,"Aguascalientes",2020,"52","Financial and Insurance Services",36.8334426879883
"247",1,"Aguascalientes",2020,"54","Services Professionals, Scientists and Technicals",18.0647125244141
"248",1,"Aguascalientes",2020,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-2.30291867256165
"249",1,"Aguascalientes",2021,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-34.998462677002
"250",1,"Aguascalientes",2021,"31-33","Manufacturing Industries",-114.491178154945
"251",1,"Aguascalientes",2021,"43","To the Wholesale Trade",79.5657730102539
"252",1,"Aguascalientes",2021,"46","Retail Trade",5.94798851013184
"253",1,"Aguascalientes",2021,"48-49","Transportation and Storage",54.827880859375
"254",1,"Aguascalientes",2021,"51","Mass Media Information",4.69961023330688
"255",1,"Aguascalientes",2021,"52","Financial and Insurance Services",28.9440975189209
"256",1,"Aguascalientes",2021,"54","Services Professionals, Scientists and Technicals",11.8992652893066
"257",1,"Aguascalientes",2021,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-0.336463898420334
"258",1,"Aguascalientes",2022,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-30.0123252868652
"259",1,"Aguascalientes",2022,"23","Building",29.4370555877686
"260",1,"Aguascalientes",2022,"31-33","Manufacturing Industries",369.343104362488
"261",1,"Aguascalientes",2022,"43","To the Wholesale Trade",28.7214756011963
"262",1,"Aguascalientes",2022,"46","Retail Trade",4.76488018035889
"263",1,"Aguascalientes",2022,"48-49","Transportation and Storage",64.1667404174805
"264",1,"Aguascalientes",2022,"51","Mass Media Information",-23.3491535186768
"265",1,"Aguascalientes",2022,"52","Financial and Insurance Services",18.203893661499
"266",1,"Aguascalientes",2022,"54","Services Professionals, Scientists and Technicals",-0.0972027331590652
"267",2,"Baja California",1999,"11","Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",-0.328519999980927
"268",2,"Baja California",1999,"21","Mining",0.0143480002880096
"269",2,"Baja California",1999,"23","Building",11.2744560241699
"270",2,"Baja California",1999,"31-33","Manufacturing Industries",838.688243865967
"271",2,"Baja California",1999,"43","To the Wholesale Trade",49.8979606628418
"272",2,"Baja California",1999,"46","Retail Trade",3.66888403892517
"273",2,"Baja California",1999,"48-49","Transportation and Storage",69.2683153226972
"274",2,"Baja California",1999,"51","Mass Media Information",6.45797109603882
"275",2,"Baja California",1999,"52","Financial and Insurance Services",2.04911494255066
"276",2,"Baja California",1999,"53","Real Estate and Rental Services of Furniture and Intangible Assets",0.211392000317574
"277",2,"Baja California",1999,"54","Services Professionals, Scientists and Technicals",1.27320003509521
"278",2,"Baja California",1999,"56","Support Services to Business and Waste Management and Waste and Remediation Services",24.7022686004639
"279",2,"Baja California",1999,"62","Health and Social Assistance Services",0.193321004509926
"280",2,"Baja California",1999,"71","Leisure and Cultural Services, Sports, and other Recreational Services",19.5377864837646
"281",2,"Baja California",1999,"72","Temporary Accommodation and Food Preparation and Drinks",211.660873413086
"282",2,"Baja California",1999,"81","Other Services except Government Activities",0.143940001726151
"283",2,"Baja California",2000,"11","Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",0.150377005338669
"284",2,"Baja California",2000,"23","Building",11.2429943084717
"285",2,"Baja California",2000,"31-33","Manufacturing Industries",789.086364746094
"286",2,"Baja California",2000,"43","To the Wholesale Trade",13.6216259002686
"287",2,"Baja California",2000,"46","Retail Trade",20.0538158416748
"288",2,"Baja California",2000,"48-49","Transportation and Storage",12.3449163138866
"289",2,"Baja California",2000,"51","Mass Media Information",-25.0510330200195
"290",2,"Baja California",2000,"52","Financial and Insurance Services",51.9168395996094
"291",2,"Baja California",2000,"53","Real Estate and Rental Services of Furniture and Intangible Assets",1.67635202407837
"292",2,"Baja California",2000,"54","Services Professionals, Scientists and Technicals",0.0301300007849932
"293",2,"Baja California",2000,"56","Support Services to Business and Waste Management and Waste and Remediation Services",4.43779993057251
"294",2,"Baja California",2000,"62","Health and Social Assistance Services",-0.514073014259338
"295",2,"Baja California",2000,"72","Temporary Accommodation and Food Preparation and Drinks",164.681091308594
"296",2,"Baja California",2001,"11","Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",30.4962272644043
"297",2,"Baja California",2001,"21","Mining",24.5239486694336
"298",2,"Baja California",2001,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",0.00140399998053908
"299",2,"Baja California",2001,"23","Building",4.12447309494019
"300",2,"Baja California",2001,"31-33","Manufacturing Industries",711.222062110901
"301",2,"Baja California",2001,"43","To the Wholesale Trade",46.637996673584
"302",2,"Baja California",2001,"46","Retail Trade",37.1043968200684
"303",2,"Baja California",2001,"48-49","Transportation and Storage",-6.27271991968155
"304",2,"Baja California",2001,"51","Mass Media Information",85.4020843505859
"305",2,"Baja California",2001,"52","Financial and Insurance Services",298.991119384766
"306",2,"Baja California",2001,"53","Real Estate and Rental Services of Furniture and Intangible Assets",9.51986980438232
"307",2,"Baja California",2001,"54","Services Professionals, Scientists and Technicals",0.0507420003414154
"308",2,"Baja California",2001,"56","Support Services to Business and Waste Management and Waste and Remediation Services",-2.18607211112976
"309",2,"Baja California",2001,"71","Leisure and Cultural Services, Sports, and other Recreational Services",-2.50991988182068
"310",2,"Baja California",2001,"72","Temporary Accommodation and Food Preparation and Drinks",88.9704208374023
"311",2,"Baja California",2002,"11","Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",0.164976999163628
"312",2,"Baja California",2002,"22","Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",125.579643249512
"313",2,"Baja California",2002,"23","Building",2.55850505828857
"314",2,"Baja California",2002,"31-33","Manufacturing Industries",803.266571044922
"315",2,"Baja California",2002,"43","To the Wholesale Trade",14.8855819702148
"316",2,"Baja California",2002,"46","Retail Trade",56.3791427612305
"317",2,"Baja California",2002,"48-49","Transportation and Storage",135.44675257802
"318",2,"Baja California",2002,"51","Mass Media Information",150.44206237793
"319",2,"Baja California",2002,"52","Financial and Insurance Services",136.628662109375
"320",2,"Baja California",2002,"53","Real Estate and Rental Services of Furniture and Intangible Assets",9.77484893798828
"321",2,"Baja California",2002,"54","Services Professionals, Scientists and Technicals",-0.0826639980077744
"322",2,"Baja California",2002,"56","Support Services to Business and Waste Management and Waste and Remediation Services",17.9171733856201
"323",2,"Baja California",2002,"71","Leisure and Cultural Services, Sports, and other Recreational Services",-7.79818201065063
"324",2,"Baja California",2002,"72","Temporary Accommodation and Food Preparation and Drinks",89.8304901123047
